TransactionID,Status,Mode,SaleDate,Month,CustomerID,Gender,Age,AgeGroup,Category,ProductName,Region,Quantiy,UnitPrice,COGS,TotalSales
1255,Success,PayPal,20-01-2023,Jan,4,Male,48,Adult,Clothing,Pant,South,1,30,7.8,30
1275,Pending,Credit Card,02-03-2023,Mar,5,Male,43,Adult,Clothing,Shirt,north,2,500,250,1000
1314,Failed,Bank Transfer,23-05-2023,May,2,Male,52,Adult,Clothing,Shirt,South,4,30,16.2,120
1517,Success,PayPal,21-02-2023,Feb,2,Female,47,Adult,Clothing,Jacket,west,4,25,6.75,100
1847,Pending,Credit Card,28-07-2023,Jul,5,Female,18,Teen,Electronics,Speaker,South,4,300,123,1200
61,Failed,Bank Transfer,07-07-2023,Jul,4,Male,21,Teen,Beauty,Face Serum,west,4,50,20,200
274,Success,PayPal,14-04-2023,Apr,4,Female,23,Teen,Clothing,Jacket,South,2,500,150,1000
486,Pending,Credit Card,02-12-2023,Dec,4,Female,35,Adult,Electronics,Light,west,1,25,6.5,25
548,Failed,Bank Transfer,14-04-2023,Apr,4,Female,51,Adult,Clothing,Shirt,north,2,30,15.6,60
886,Success,PayPal,11-12-2023,Dec,4,Male,37,Adult,Electronics,Fan,east,3,300,165,900
892,Pending,Credit Card,13-09-2023,Sep,1,Male,20,Teen,Electronics,Fan,east,1,50,24,50
1061,Failed,Bank Transfer,18-09-2023,Sep,3,Male,21,Teen,Beauty,Face Wash,west,4,50,12.5,200
1274,Success,PayPal,06-10-2023,Oct,2,Female,23,Teen,Clothing,Sweater,north,2,500,185,1000
1486,Pending,Credit Card,22-11-2023,Nov,4,Female,35,Adult,Electronics,Fan,west,1,25,8.75,25
1548,Failed,Bank Transfer,13-01-2023,Jan,1,Female,51,Adult,Clothing,Shirt,west,2,30,12.6,60
1886,Success,PayPal,26-07-2023,Jul,1,Male,37,Adult,Electronics,Fan,west,3,300,147,900
1892,Pending,Credit Card,01-10-2023,Oct,3,Male,20,Teen,Electronics,Speaker,east,1,50,23.5,50
601,Failed,Bank Transfer,05-06-2023,Jun,5,Male,19,Teen,Clothing,Jacket,east,1,30,13.2,30
901,Success,PayPal,02-08-2023,Aug,2,Male,31,Adult,Electronics,Fan,west,1,30,12,30
1601,Pending,Credit Card,14-09-2023,Sep,1,Male,19,Teen,Clothing,Pant,north,1,30,13.5,30
1901,Failed,Bank Transfer,29-11-2023,Nov,4,Male,31,Adult,Electronics,Light,east,1,30,8.4,30
527,Success,PayPal,21-04-2023,Apr,1,Male,57,Senior,Clothing,Pant,east,2,25,11.5,50
1527,Pending,Credit Card,29-09-2023,Sep,1,Male,57,Senior,Clothing,Sweater,north,2,25,11.75,50
23,Failed,Bank Transfer,28-09-2023,Sep,4,Female,35,Adult,Clothing,Pant,west,4,30,14.7,120
174,Success,PayPal,15-11-2023,Nov,2,Female,39,Adult,Beauty,Face Wash,north,1,300,126,300
589,Pending,Credit Card,08-07-2023,Jul,5,Female,36,Adult,Beauty,Moisturizer,South,2,500,145,1000
774,Failed,Bank Transfer,06-11-2023,Nov,2,Female,40,Adult,Clothing,Shirt,east,2,25,6.5,50
1000,Success,PayPal,01-04-2023,Apr,1,Male,47,Adult,Electronics,Headphone,South,4,30,8.4,120
1023,Pending,Credit Card,23-05-2023,May,5,Female,35,Adult,Clothing,Sweater,west,4,30,8.1,120
1174,Failed,Bank Transfer,17-05-2023,May,2,Female,39,Adult,Beauty,Lip Balm,west,1,300,132,300
1589,Success,PayPal,01-07-2023,Jul,5,Female,36,Adult,Beauty,Face Wash,north,2,500,145,1000
1774,Pending,Credit Card,09-03-2023,Mar,2,Female,40,Adult,Clothing,Pant,west,2,25,8,50
2000,Failed,Bank Transfer,31-03-2023,Mar,4,Male,47,Adult,Electronics,Fan,north,4,30,10.8,120
210,Success,PayPal,07-10-2023,Oct,2,Male,37,Adult,Electronics,Fan,north,4,50,19,200
478,Pending,Credit Card,24-07-2023,Jul,3,Female,58,Senior,Clothing,Shirt,South,2,30,8.1,60
745,Failed,Bank Transfer,14-08-2023,Aug,3,Male,54,Adult,Beauty,Face Wash,east,2,50,17,100
1210,Success,PayPal,10-03-2023,Mar,5,Male,37,Adult,Electronics,Speaker,South,4,50,12.5,200
1478,Pending,Credit Card,31-08-2023,Aug,1,Female,58,Senior,Clothing,Shirt,South,2,30,13.5,60
1745,Failed,Bank Transfer,28-09-2023,Sep,4,Male,54,Adult,Beauty,Moisturizer,north,2,50,21,100
354,Success,PayPal,16-12-2023,Dec,5,Female,49,Adult,Beauty,Face Wash,east,4,50,24.5,200
408,Pending,Credit Card,22-12-2023,Dec,4,Female,64,Senior,Beauty,Moisturizer,South,1,500,140,500
1354,Failed,Bank Transfer,17-09-2023,Sep,5,Female,49,Adult,Beauty,Moisturizer,South,4,50,26.5,200
1408,Success,PayPal,28-08-2023,Aug,2,Female,64,Senior,Beauty,Face Wash,east,1,500,250,500
674,Pending,Credit Card,30-03-2023,Mar,2,Female,38,Adult,Clothing,Sweater,west,1,300,84,300
1674,Failed,Bank Transfer,22-11-2023,Nov,1,Female,38,Adult,Clothing,Pant,east,1,300,123,300
967,Success,PayPal,04-08-2023,Aug,4,Male,62,Senior,Beauty,Lip Balm,west,1,25,13.25,25
1967,Pending,Credit Card,23-02-2023,Feb,4,Male,62,Senior,Beauty,Moisturizer,east,1,25,12.25,25
79,Failed,Bank Transfer,13-04-2023,Apr,1,Male,34,Adult,Beauty,Moisturizer,north,1,300,96,300
406,Success,PayPal,01-04-2023,Apr,3,Female,22,Teen,Beauty,Lip Balm,South,4,25,11,100
450,Pending,Credit Card,01-12-2023,Dec,2,Female,59,Senior,Beauty,Moisturizer,South,2,25,11,50
562,Failed,Bank Transfer,09-11-2023,Nov,3,Male,54,Adult,Electronics,Headphone,west,2,25,7.25,50
1079,Success,PayPal,21-08-2023,Aug,1,Male,34,Adult,Beauty,Moisturizer,South,1,300,117,300
1406,Pending,Credit Card,22-06-2023,Jun,2,Female,22,Teen,Beauty,Moisturizer,South,4,25,10,100
1450,Failed,Bank Transfer,16-07-2023,Jul,1,Female,59,Senior,Beauty,Lip Balm,west,2,25,10.25,50
1562,Success,PayPal,26-11-2023,Nov,5,Male,54,Adult,Electronics,Fan,west,2,25,12.75,50
108,Pending,Credit Card,24-01-2023,Jan,5,Female,27,Adult,Beauty,Lip Balm,north,3,25,13.5,75
111,Failed,Bank Transfer,15-04-2023,Apr,5,Female,34,Adult,Electronics,Speaker,west,3,500,130,1500
207,Success,PayPal,06-08-2023,Aug,3,Female,42,Adult,Beauty,Moisturizer,west,2,25,10.25,50
724,Pending,Credit Card,14-06-2023,Jun,3,Male,61,Senior,Clothing,Pant,east,3,50,20,150
836,Failed,Bank Transfer,21-06-2023,Jun,2,Female,22,Teen,Clothing,Pant,South,1,50,27.5,50
969,Success,PayPal,27-11-2023,Nov,2,Female,40,Adult,Clothing,Pant,South,3,300,84,900
1108,Pending,Credit Card,08-07-2023,Jul,1,Female,27,Adult,Beauty,Face Serum,north,3,25,10,75
1111,Failed,Bank Transfer,30-04-2023,Apr,2,Female,34,Adult,Electronics,Headphone,north,3,500,185,1500
1207,Success,PayPal,30-06-2023,Jun,3,Female,42,Adult,Beauty,Moisturizer,west,2,25,10,50
1724,Pending,Credit Card,15-09-2023,Sep,4,Male,61,Senior,Clothing,Jacket,west,3,50,17,150
1836,Failed,Bank Transfer,13-02-2023,Feb,3,Female,22,Teen,Clothing,Jacket,South,1,50,23.5,50
1969,Success,PayPal,05-03-2023,Mar,4,Female,40,Adult,Clothing,Pant,north,3,300,126,900
246,Pending,Credit Card,07-12-2023,Dec,4,Female,48,Adult,Electronics,Light,east,2,25,13.25,50
298,Failed,Bank Transfer,05-10-2023,Oct,3,Male,27,Adult,Beauty,Moisturizer,north,4,300,84,1200
374,Success,PayPal,27-10-2023,Oct,4,Female,59,Senior,Beauty,Lip Balm,South,3,25,7.75,75
572,Pending,Credit Card,13-12-2023,Dec,5,Male,31,Adult,Clothing,Jacket,east,4,500,185,2000
665,Failed,Bank Transfer,03-10-2023,Oct,1,Male,57,Senior,Clothing,Jacket,west,1,50,19,50
1246,Success,PayPal,26-04-2023,Apr,3,Female,48,Adult,Electronics,Headphone,east,2,25,11.5,50
1298,Pending,Credit Card,02-05-2023,May,1,Male,27,Adult,Beauty,Lip Balm,north,4,300,120,1200
1374,Failed,Bank Transfer,23-03-2023,Mar,3,Female,59,Senior,Beauty,Lip Balm,South,3,25,8.25,75
1572,Success,PayPal,18-06-2023,Jun,1,Male,31,Adult,Clothing,Jacket,South,4,500,175,2000
1665,Pending,Credit Card,01-11-2023,Nov,4,Male,57,Senior,Clothing,Pant,north,1,50,14,50
39,Failed,Bank Transfer,11-07-2023,Jul,5,Male,23,Teen,Clothing,Sweater,South,4,30,8.7,120
893,Success,PayPal,29-04-2023,Apr,1,Male,49,Adult,Electronics,Fan,east,1,50,17,50
1039,Pending,Credit Card,03-12-2023,Dec,1,Male,23,Teen,Clothing,Pant,north,4,30,13.8,120
1893,Failed,Bank Transfer,25-02-2023,Feb,3,Male,49,Adult,Electronics,Fan,north,1,50,22.5,50
17,Success,PayPal,25-02-2023,Feb,3,Female,27,Adult,Clothing,Sweater,east,4,25,13,100
316,Pending,Credit Card,01-02-2023,Feb,3,Female,48,Adult,Clothing,Sweater,South,2,25,13.75,50
755,Failed,Bank Transfer,27-11-2023,Nov,1,Female,58,Senior,Clothing,Shirt,South,3,25,6.75,75
1017,Success,PayPal,05-09-2023,Sep,2,Female,27,Adult,Clothing,Shirt,east,4,25,12,100
1316,Pending,Credit Card,21-07-2023,Jul,1,Female,48,Adult,Clothing,Jacket,west,2,25,11.75,50
1755,Failed,Bank Transfer,23-05-2023,May,2,Female,58,Senior,Clothing,Shirt,north,3,25,8,75
28,Success,PayPal,11-12-2023,Dec,3,Female,43,Adult,Beauty,Lip Balm,east,1,500,150,500
98,Pending,Credit Card,09-04-2023,Apr,1,Female,55,Adult,Beauty,Face Serum,South,2,50,19.5,100
129,Failed,Bank Transfer,17-04-2023,Apr,1,Female,21,Teen,Beauty,Lip Balm,South,2,300,75,600
230,Success,PayPal,26-03-2023,Mar,5,Male,54,Adult,Beauty,Face Wash,South,1,25,12.5,25
613,Pending,Credit Card,08-05-2023,May,2,Female,52,Adult,Clothing,Shirt,west,3,30,11.4,90
691,Failed,Bank Transfer,12-05-2023,May,5,Female,51,Adult,Clothing,Shirt,east,3,30,14.7,90
693,Success,PayPal,08-06-2023,Jun,1,Male,41,Adult,Beauty,Face Serum,South,3,500,270,1500
1028,Pending,Credit Card,09-03-2023,Mar,1,Female,43,Adult,Beauty,Face Wash,east,1,500,250,500
1098,Failed,Bank Transfer,06-07-2023,Jul,3,Female,55,Adult,Beauty,Face Serum,South,2,50,19.5,100
1129,Success,PayPal,08-09-2023,Sep,1,Female,21,Teen,Beauty,Lip Balm,east,2,300,156,600
1230,Pending,Credit Card,04-12-2023,Dec,1,Male,54,Adult,Beauty,Lip Balm,east,1,25,13.25,25
1613,Failed,Bank Transfer,14-12-2023,Dec,4,Female,52,Adult,Clothing,Sweater,west,3,30,9.9,90
1691,Success,PayPal,07-01-2023,Jan,1,Female,51,Adult,Clothing,Jacket,South,3,30,13.5,90
1693,Pending,Credit Card,20-02-2023,Feb,1,Male,41,Adult,Beauty,Face Serum,South,3,500,130,1500
477,Failed,Bank Transfer,03-12-2023,Dec,3,Male,43,Adult,Clothing,Jacket,north,4,30,16.2,120
863,Success,PayPal,12-11-2023,Nov,4,Female,30,Adult,Electronics,Headphone,South,2,25,11.25,50
1477,Pending,Credit Card,08-01-2023,Jan,3,Male,43,Adult,Clothing,Sweater,east,4,30,15.6,120
1863,Failed,Bank Transfer,26-05-2023,May,4,Female,30,Adult,Electronics,Headphone,north,2,25,10,50
6,Success,PayPal,15-11-2023,Nov,2,Female,45,Adult,Beauty,Face Serum,west,1,30,15,30
483,Pending,Credit Card,06-02-2023,Feb,2,Male,55,Adult,Clothing,Pant,east,1,30,8.4,30
738,Failed,Bank Transfer,05-02-2023,Feb,5,Male,41,Adult,Clothing,Pant,South,2,50,26,100
1006,Success,PayPal,29-10-2023,Oct,2,Female,45,Adult,Beauty,Face Wash,South,1,30,14.1,30
1483,Pending,Credit Card,05-03-2023,Mar,1,Male,55,Adult,Clothing,Shirt,west,1,30,8.7,30
1738,Failed,Bank Transfer,12-11-2023,Nov,1,Male,41,Adult,Clothing,Pant,north,2,50,16,100
222,Success,PayPal,07-01-2023,Jan,4,Male,51,Adult,Clothing,Pant,west,4,30,10.5,120
588,Pending,Credit Card,18-10-2023,Oct,5,Male,38,Adult,Electronics,Fan,north,2,30,13.8,60
953,Failed,Bank Transfer,02-07-2023,Jul,1,Male,45,Adult,Beauty,Face Serum,north,3,30,12.6,90
1222,Success,PayPal,17-09-2023,Sep,3,Male,51,Adult,Clothing,Pant,west,4,30,11.1,120
1588,Pending,Credit Card,25-06-2023,Jun,4,Male,38,Adult,Electronics,Speaker,north,2,30,13.2,60
1953,Failed,Bank Transfer,15-05-2023,May,3,Male,45,Adult,Beauty,Moisturizer,South,3,30,10.2,90
66,Success,PayPal,18-06-2023,Jun,3,Female,45,Adult,Electronics,Speaker,east,1,30,9,30
482,Pending,Credit Card,12-08-2023,Aug,3,Female,28,Adult,Clothing,Shirt,west,4,300,141,1200
903,Failed,Bank Transfer,27-07-2023,Jul,3,Female,51,Adult,Beauty,Moisturizer,west,4,50,14,200
1066,Success,PayPal,06-10-2023,Oct,4,Female,45,Adult,Electronics,Speaker,west,1,30,8.4,30
1482,Pending,Credit Card,10-02-2023,Feb,1,Female,28,Adult,Clothing,Jacket,east,4,300,114,1200
1903,Failed,Bank Transfer,27-07-2023,Jul,5,Female,51,Adult,Beauty,Face Wash,east,4,50,19,200
102,Success,PayPal,17-04-2023,Apr,5,Female,47,Adult,Beauty,Moisturizer,South,2,25,7.25,50
228,Pending,Credit Card,03-04-2023,Apr,4,Female,59,Senior,Electronics,Speaker,north,2,30,10.8,60
236,Failed,Bank Transfer,01-04-2023,Apr,5,Female,54,Adult,Clothing,Jacket,north,1,25,6.5,25
1102,Success,PayPal,21-08-2023,Aug,5,Female,47,Adult,Beauty,Face Serum,west,2,25,6.5,50
1228,Pending,Credit Card,24-06-2023,Jun,5,Female,59,Senior,Electronics,Speaker,east,2,30,11.4,60
1236,Failed,Bank Transfer,09-08-2023,Aug,4,Female,54,Adult,Clothing,Pant,east,1,25,8.75,25
660,Success,PayPal,29-07-2023,Jul,2,Female,38,Adult,Beauty,Face Wash,west,2,500,270,1000
884,Pending,Credit Card,18-02-2023,Feb,1,Female,26,Adult,Clothing,Pant,north,2,30,7.5,60
987,Failed,Bank Transfer,08-11-2023,Nov,1,Female,30,Adult,Clothing,Jacket,west,3,300,165,900
1660,Success,PayPal,23-09-2023,Sep,2,Female,38,Adult,Beauty,Face Serum,west,2,500,160,1000
1884,Pending,Credit Card,09-07-2023,Jul,2,Female,26,Adult,Clothing,Shirt,east,2,30,11.4,60
1987,Failed,Bank Transfer,26-05-2023,May,2,Female,30,Adult,Clothing,Jacket,north,3,300,129,900
18,Success,PayPal,06-09-2023,Sep,5,Female,47,Adult,Electronics,Headphone,east,2,25,12.5,50
69,Pending,Credit Card,14-11-2023,Nov,1,Female,56,Senior,Beauty,Moisturizer,west,3,25,8.5,75
995,Failed,Bank Transfer,04-03-2023,Mar,4,Female,41,Adult,Clothing,Jacket,east,1,30,9.9,30
1018,Success,PayPal,06-07-2023,Jul,4,Female,47,Adult,Electronics,Fan,west,2,25,13,50
1069,Pending,Credit Card,13-10-2023,Oct,2,Female,56,Senior,Beauty,Moisturizer,South,3,25,6.75,75
1995,Failed,Bank Transfer,10-12-2023,Dec,5,Female,41,Adult,Clothing,Pant,west,1,30,14.7,30
337,Success,PayPal,22-08-2023,Aug,1,Male,38,Adult,Clothing,Jacket,South,1,500,275,500
585,Pending,Credit Card,06-06-2023,Jun,3,Female,24,Teen,Clothing,Jacket,west,1,25,13.75,25
652,Failed,Bank Transfer,31-10-2023,Oct,4,Female,34,Adult,Beauty,Face Wash,north,2,50,20.5,100
1337,Success,PayPal,21-07-2023,Jul,2,Male,38,Adult,Clothing,Sweater,South,1,500,225,500
1585,Pending,Credit Card,05-10-2023,Oct,2,Female,24,Teen,Clothing,Sweater,north,1,25,7.25,25
1652,Failed,Bank Transfer,16-11-2023,Nov,2,Female,34,Adult,Beauty,Moisturizer,east,2,50,20.5,100
242,Success,PayPal,01-10-2023,Oct,1,Male,21,Teen,Clothing,Sweater,north,1,25,8,25
293,Pending,Credit Card,27-05-2023,May,4,Male,50,Adult,Electronics,Headphone,South,3,30,9.6,90
460,Failed,Bank Transfer,01-05-2023,May,2,Male,40,Adult,Beauty,Lip Balm,east,1,50,19,50
1242,Success,PayPal,27-11-2023,Nov,5,Male,21,Teen,Clothing,Sweater,west,1,25,11.25,25
1293,Pending,Credit Card,01-07-2023,Jul,3,Male,50,Adult,Electronics,Speaker,west,3,30,14.1,90
1460,Failed,Bank Transfer,25-01-2023,Jan,4,Male,40,Adult,Beauty,Face Serum,east,1,50,22,50
188,Success,PayPal,31-08-2023,Aug,3,Male,40,Adult,Clothing,Jacket,west,3,25,8.5,75
357,Pending,Credit Card,18-05-2023,May,4,Female,40,Adult,Electronics,Headphone,west,3,25,7.5,75
646,Failed,Bank Transfer,26-05-2023,May,3,Male,38,Adult,Clothing,Jacket,South,3,30,13.5,90
749,Success,PayPal,26-07-2023,Jul,2,Male,42,Adult,Beauty,Face Wash,west,1,30,8.4,30
974,Pending,Credit Card,28-12-2023,Dec,3,Male,47,Adult,Beauty,Lip Balm,east,1,30,11.7,30
1188,Failed,Bank Transfer,04-06-2023,Jun,2,Male,40,Adult,Clothing,Sweater,South,3,25,10.75,75
1357,Success,PayPal,20-03-2023,Mar,3,Female,40,Adult,Electronics,Fan,east,3,25,11.5,75
1646,Pending,Credit Card,18-01-2023,Jan,1,Male,38,Adult,Clothing,Jacket,west,3,30,15.6,90
1749,Failed,Bank Transfer,07-05-2023,May,2,Male,42,Adult,Beauty,Moisturizer,east,1,30,9,30
1974,Success,PayPal,19-02-2023,Feb,3,Male,47,Adult,Beauty,Moisturizer,east,1,30,12.9,30
190,Pending,Credit Card,25-01-2023,Jan,2,Female,60,Senior,Beauty,Face Wash,west,3,30,10.5,90
849,Failed,Bank Transfer,25-06-2023,Jun,5,Male,32,Adult,Clothing,Pant,east,2,25,12.5,50
853,Success,PayPal,14-05-2023,May,3,Male,21,Teen,Beauty,Face Wash,north,2,500,155,1000
1190,Pending,Credit Card,29-09-2023,Sep,4,Female,60,Senior,Beauty,Face Wash,north,3,30,10.8,90
1849,Failed,Bank Transfer,21-07-2023,Jul,1,Male,32,Adult,Clothing,Pant,west,2,25,12,50
1853,Success,PayPal,29-05-2023,May,2,Male,21,Teen,Beauty,Lip Balm,west,2,500,190,1000
252,Pending,Credit Card,05-05-2023,May,1,Male,54,Adult,Electronics,Fan,east,1,300,84,300
606,Failed,Bank Transfer,13-06-2023,Jun,2,Male,22,Teen,Electronics,Headphone,west,1,50,19.5,50
779,Success,PayPal,15-05-2023,May,3,Female,56,Senior,Electronics,Speaker,north,2,500,155,1000
824,Pending,Credit Card,25-02-2023,Feb,3,Male,63,Senior,Clothing,Pant,east,4,30,9.3,120
866,Failed,Bank Transfer,06-07-2023,Jul,4,Male,24,Teen,Electronics,Light,South,1,50,22.5,50
1252,Success,PayPal,30-12-2023,Dec,5,Male,54,Adult,Electronics,Speaker,west,1,300,117,300
1606,Pending,Credit Card,19-10-2023,Oct,2,Male,22,Teen,Electronics,Headphone,east,1,50,26.5,50
1779,Failed,Bank Transfer,02-01-2023,Jan,3,Female,56,Senior,Electronics,Fan,east,2,500,190,1000
1824,Success,PayPal,24-01-2023,Jan,4,Male,63,Senior,Clothing,Shirt,north,4,30,12.6,120
1866,Pending,Credit Card,17-08-2023,Aug,5,Male,24,Teen,Electronics,Fan,west,1,50,20,50
5,Failed,Bank Transfer,05-09-2023,Sep,3,Male,30,Adult,Beauty,Face Serum,west,2,50,24,100
90,Success,PayPal,10-09-2023,Sep,3,Female,51,Adult,Electronics,Fan,east,1,30,13.5,30
380,Pending,Credit Card,30-08-2023,Aug,2,Male,56,Senior,Electronics,Light,east,2,300,102,600
593,Failed,Bank Transfer,18-01-2023,Jan,2,Male,35,Adult,Electronics,Speaker,South,2,30,13.2,60
820,Success,PayPal,17-02-2023,Feb,1,Male,49,Adult,Electronics,Headphone,South,4,50,24,200
1005,Pending,Credit Card,12-08-2023,Aug,2,Male,30,Adult,Beauty,Lip Balm,north,2,50,17.5,100
1090,Failed,Bank Transfer,18-02-2023,Feb,4,Female,51,Adult,Electronics,Speaker,north,1,30,7.5,30
1380,Success,PayPal,09-02-2023,Feb,3,Male,56,Senior,Electronics,Fan,west,2,300,159,600
1593,Pending,Credit Card,24-02-2023,Feb,5,Male,35,Adult,Electronics,Light,north,2,30,14.4,60
1820,Failed,Bank Transfer,13-05-2023,May,1,Male,49,Adult,Electronics,Light,west,4,50,22,200
120,Success,PayPal,31-03-2023,Mar,4,Male,60,Senior,Beauty,Face Wash,South,1,50,12.5,50
221,Pending,Credit Card,27-11-2023,Nov,3,Male,39,Adult,Beauty,Face Wash,South,2,300,111,600
341,Failed,Bank Transfer,20-01-2023,Jan,5,Male,31,Adult,Clothing,Sweater,South,4,50,18.5,200
640,Success,PayPal,25-12-2023,Dec,3,Female,51,Adult,Electronics,Fan,west,4,30,12.6,120
744,Pending,Credit Card,23-05-2023,May,1,Male,40,Adult,Electronics,Headphone,west,1,25,6.5,25
1120,Failed,Bank Transfer,02-03-2023,Mar,4,Male,60,Senior,Beauty,Moisturizer,west,1,50,26.5,50
1221,Success,PayPal,14-09-2023,Sep,5,Male,39,Adult,Beauty,Moisturizer,east,2,300,114,600
1341,Pending,Credit Card,30-01-2023,Jan,1,Male,31,Adult,Clothing,Pant,north,4,50,21,200
1640,Failed,Bank Transfer,10-06-2023,Jun,5,Female,51,Adult,Electronics,Headphone,west,4,30,14.1,120
1744,Success,PayPal,07-07-2023,Jul,4,Male,40,Adult,Electronics,Headphone,east,1,25,8.75,25
273,Pending,Credit Card,26-09-2023,Sep,1,Female,22,Teen,Beauty,Face Wash,north,1,50,14.5,50
283,Failed,Bank Transfer,01-06-2023,Jun,3,Female,18,Teen,Electronics,Light,north,1,500,165,500
452,Success,PayPal,30-01-2023,Jan,4,Female,48,Adult,Clothing,Pant,east,3,500,240,1500
469,Pending,Credit Card,21-03-2023,Mar,4,Male,18,Teen,Beauty,Lip Balm,west,3,25,8.75,75
620,Failed,Bank Transfer,06-11-2023,Nov,4,Male,63,Senior,Electronics,Speaker,west,3,25,7,75
946,Success,PayPal,08-08-2023,Aug,2,Male,62,Senior,Electronics,Headphone,west,4,500,235,2000
1273,Pending,Credit Card,20-06-2023,Jun,1,Female,22,Teen,Beauty,Face Wash,north,1,50,25.5,50
1283,Failed,Bank Transfer,14-10-2023,Oct,1,Female,18,Teen,Electronics,Headphone,South,1,500,130,500
1452,Success,PayPal,06-08-2023,Aug,3,Female,48,Adult,Clothing,Pant,north,3,500,185,1500
1469,Pending,Credit Card,08-12-2023,Dec,3,Male,18,Teen,Beauty,Face Serum,west,3,25,12.5,75
1620,Failed,Bank Transfer,03-02-2023,Feb,5,Male,63,Senior,Electronics,Fan,South,3,25,7.75,75
1946,Success,PayPal,27-07-2023,Jul,5,Male,62,Senior,Electronics,Speaker,north,4,500,165,2000
148,Pending,Credit Card,03-07-2023,Jul,5,Male,18,Teen,Clothing,Sweater,South,2,30,9.9,60
414,Failed,Bank Transfer,10-05-2023,May,1,Male,48,Adult,Beauty,Face Serum,east,4,25,9.75,100
883,Success,PayPal,20-08-2023,Aug,5,Male,40,Adult,Electronics,Headphone,north,1,500,245,500
1148,Pending,Credit Card,11-08-2023,Aug,2,Male,18,Teen,Clothing,Jacket,east,2,30,10.8,60
1414,Failed,Bank Transfer,22-11-2023,Nov,4,Male,48,Adult,Beauty,Moisturizer,east,4,25,11.25,100
1883,Success,PayPal,20-09-2023,Sep,3,Male,40,Adult,Electronics,Light,north,1,500,200,500
731,Pending,Credit Card,30-09-2023,Sep,1,Male,54,Adult,Clothing,Jacket,north,4,500,165,2000
930,Failed,Bank Transfer,12-01-2023,Jan,1,Male,54,Adult,Clothing,Jacket,South,4,50,26,200
1731,Success,PayPal,19-12-2023,Dec,3,Male,54,Adult,Clothing,Pant,South,4,500,195,2000
1930,Pending,Credit Card,21-12-2023,Dec,5,Male,54,Adult,Clothing,Pant,South,4,50,13,200
518,Failed,Bank Transfer,31-07-2023,Jul,2,Female,40,Adult,Clothing,Pant,west,1,30,16.2,30
1518,Success,PayPal,18-05-2023,May,3,Female,40,Adult,Clothing,Pant,South,1,30,12.6,30
758,Pending,Credit Card,23-04-2023,Apr,1,Male,64,Senior,Clothing,Pant,South,4,25,6.75,100
1758,Failed,Bank Transfer,22-07-2023,Jul,3,Male,64,Senior,Clothing,Jacket,east,4,25,7.5,100
639,Success,PayPal,01-08-2023,Aug,4,Female,62,Senior,Beauty,Moisturizer,north,4,50,26.5,200
838,Pending,Credit Card,30-09-2023,Sep,1,Male,47,Adult,Electronics,Light,north,2,300,153,600
1639,Failed,Bank Transfer,20-12-2023,Dec,5,Female,62,Senior,Beauty,Moisturizer,west,4,50,24,200
1838,Success,PayPal,28-06-2023,Jun,4,Male,47,Adult,Electronics,Headphone,South,2,300,102,600
353,Pending,Credit Card,18-03-2023,Mar,5,Male,31,Adult,Electronics,Speaker,South,1,500,270,500
501,Failed,Bank Transfer,28-06-2023,Jun,2,Male,39,Adult,Electronics,Headphone,east,2,30,9,60
721,Success,PayPal,23-06-2023,Jun,5,Female,52,Adult,Clothing,Sweater,west,1,500,145,500
1353,Pending,Credit Card,04-09-2023,Sep,3,Male,31,Adult,Electronics,Speaker,east,1,500,235,500
1501,Failed,Bank Transfer,31-01-2023,Jan,1,Male,39,Adult,Electronics,Headphone,South,2,30,13.5,60
1721,Success,PayPal,21-01-2023,Jan,3,Female,52,Adult,Clothing,Jacket,South,1,500,215,500
123,Pending,Credit Card,11-08-2023,Aug,3,Female,40,Adult,Electronics,Light,east,2,30,11.7,60
164,Failed,Bank Transfer,28-02-2023,Feb,3,Female,47,Adult,Beauty,Moisturizer,north,3,500,185,1500
425,Success,PayPal,11-06-2023,Jun,2,Female,55,Adult,Electronics,Fan,west,4,30,15.6,120
1123,Pending,Credit Card,11-12-2023,Dec,1,Female,40,Adult,Electronics,Headphone,west,2,30,10.8,60
1164,Failed,Bank Transfer,07-04-2023,Apr,1,Female,47,Adult,Beauty,Lip Balm,east,3,500,245,1500
1425,Success,PayPal,02-12-2023,Dec,1,Female,55,Adult,Electronics,Light,west,4,30,10.2,120
48,Pending,Credit Card,06-10-2023,Oct,2,Male,54,Adult,Electronics,Speaker,east,3,300,123,900
118,Failed,Bank Transfer,13-03-2023,Mar,3,Female,30,Adult,Electronics,Fan,north,4,500,270,2000
203,Success,PayPal,12-03-2023,Mar,4,Male,56,Senior,Clothing,Pant,east,2,500,175,1000
305,Pending,Credit Card,22-03-2023,Mar,4,Female,18,Teen,Beauty,Lip Balm,east,1,30,14.4,30
358,Failed,Bank Transfer,12-10-2023,Oct,4,Female,32,Adult,Beauty,Face Serum,east,1,300,132,300
376,Success,PayPal,29-01-2023,Jan,4,Female,64,Senior,Beauty,Lip Balm,east,1,30,12,30
398,Pending,Credit Card,23-02-2023,Feb,5,Female,48,Adult,Clothing,Pant,north,2,300,114,600
411,Failed,Bank Transfer,25-07-2023,Jul,3,Male,62,Senior,Electronics,Speaker,north,4,50,24.5,200
